month,load_kwh,grid_import_kwh,exported_kwh,baseline_bill_tariffA_gbp,bill_with_pv_tariffA_gbp,savings_tariffA_gbp,load_peak_kwh,load_offpeak_kwh,import_peak_kwh,import_offpeak_kwh,baseline_bill_tariffB_gbp,bill_with_pv_tariffB_gbp,savings_tariffB_gbp,baseline_bill_tariffC_gbp,bill_with_pv_tariffC_gbp,savings_tariffC_gbp,baseline_bill_gbp,bill_with_pv_gbp,savings_gbp
2020-01,310.8768438694751,259.9041180829424,29.547374210118434,87.04551628345304,68.3410469317061,18.704469351746937,55.602953978785195,255.27388989068996,55.29424836399319,204.6098697189492,75.6212896685266,59.93505213404868,15.686237534477918,87.04551628345304,72.77315306322387,14.272363220229167,87.04551628345304,72.77315306322387,14.272363220229167
2020-02,286.10803589879345,212.69818519779741,79.52936203693915,80.11025005166218,47.62608754984241,32.48416250181977,50.99346161031946,235.11457428847402,43.83229235857098,168.86589283922643,69.57291790707609,40.56239444458879,29.0105234624873,80.11025005166218,59.55549185538328,20.554758196278897,80.11025005166218,59.55549185538328,20.554758196278897
2020-03,291.01945579704994,180.53087112653523,199.91567382101806,81.485447623174,20.56129284227716,60.924154780896835,51.93973161117214,239.0797241858778,32.184243351857496,148.34662777467773,70.77644538480337,13.913392210426515,56.86305317437685,81.485447623174,50.54864391542987,30.936803707744126,81.485447623174,50.54864391542987,30.936803707744126
2020-04,261.9592621399922,133.2760258228616,348.62461978930224,73.34859339919781,-14.976405737994078,88.3249991371919,46.825922401316596,215.13333973867557,15.888442792344286,117.38758303051733,63.718407582969434,-20.90746972436102,84.62587730733046,73.34859339919781,37.317287230401256,36.031306168796554,73.34859339919781,37.317287230401256,36.031306168796554
2020-05,251.01234326038045,102.7239102822736,497.10242749629236,70.28345611290653,-45.80266924540724,116.08612535831378,44.70359319896033,206.3087500614201,5.147179587564988,97.5767306947086,61.03418263314853,-51.29697051596021,112.33115314910874,70.28345611290653,28.76269487903661,41.520761233869926,70.28345611290653,28.76269487903661,41.520761233869926
2020-06,228.30426913759666,92.95110296680849,361.1245675855614,63.92519535852707,-28.14237630712783,92.0675716656549,40.81269771961674,187.4915714179799,6.665100583517663,86.28600238329082,55.53258991382144,-32.852979409279044,88.38556932310048,63.92519535852707,26.02630883070638,37.89888652782069,63.92519535852707,26.02630883070638,37.89888652782069
2020-07,230.61534505537804,96.35926021910724,356.9827275680732,64.57229661550586,-26.566816273860947,91.13911288936681,41.24810823821875,189.3672368171593,7.985019868707306,88.37424035039993,56.097629983151606,-31.310319304075435,87.40794928722704,64.57229661550586,26.98059286135003,37.59170375415583,64.57229661550586,26.98059286135003,37.59170375415583
2020-08,236.77415389486288,112.96024913990193,289.61667030820945,66.29676309056161,-11.81363078705887,78.11039387762048,42.16730673535963,194.60684715950325,12.432258226791667,100.52799091311027,57.57206373246659,-16.975052165970073,74.54711589843666,66.29676309056161,31.628869759172545,34.66789333138907,66.29676309056161,31.628869759172545,34.66789333138907
2020-09,243.2270890409657,138.535542222261,245.2669090840273,68.1035849314704,1.999915459628994,66.1036694718414,43.477670615349254,199.74941842561643,24.563246461069127,113.97229576119187,59.16205676900785,-3.118995033767682,62.28105180277553,68.1035849314704,38.789951822233085,29.31363310923731,68.1035849314704,38.789951822233085,29.31363310923731
2020-10,271.7425667998187,190.99085897878572,86.5268941445142,76.08791870394924,40.498406392382876,35.58951231156637,48.49930890015826,223.24325789966045,43.01765701765901,147.9732019611267,66.08827485298069,34.631250265951394,31.457024587029295,76.08791870394924,53.47744051406001,22.610478189889236,76.08791870394924,53.47744051406001,22.610478189889236
2020-11,282.452204118408,227.23342600517495,44.80044307668775,79.08661715315425,56.90529281994583,22.181324333208423,50.37664245663859,232.0755616617694,50.28574520383859,176.94768080133636,68.68844842541277,49.80843413613434,18.880014289278435,79.08661715315425,63.62535928144899,15.461257871705257,79.08661715315425,63.62535928144899,15.461257871705257
2020-12,305.9084309872785,260.79164527652665,21.382871291673716,85.65436067643799,69.8142299836764,15.84013069276159,54.71436611222707,251.19406487505145,54.71436611222707,206.07727916429957,74.4127224117908,61.27959886167432,13.133123550116473,85.65436067643799,73.02166067742746,12.632699999010526,85.65436067643799,73.02166067742746,12.632699999010526
