date,pv_kwh,load_kwh,self_consumed_kwh,exported_kwh,grid_import_kwh
2020-06-08,15.3399337952,7.629548320445795,4.499310700851268,10.84062309434873,3.130237619594527
2020-06-09,16.0985179168,7.616217795374527,4.39553614245351,11.702981774346489,3.220681652921017
2020-06-10,9.8457855424,7.6031981006100215,4.0421281259077375,5.803657416492262,3.5610699747022845
2020-06-11,8.6958471376,7.590493088889429,3.701776173443377,4.994070964156622,3.888716915446051
2020-06-12,9.9917745328,7.578106519830117,3.7267968446678004,6.264977688132198,3.8513096751623164
2020-06-13,19.957652433144798,7.793402254240706,4.6983257089322334,15.259326724212565,3.0950765453084728
2020-06-14,19.2462452628136,7.781310719936238,5.287377579045803,13.958867683767798,2.493933140890435
2020-06-15,22.9654872684552,7.5428936448293245,4.601324239833898,18.364163028621302,2.941569404995427
2020-06-16,14.9808451789984,7.53181654184258,4.6947676493624515,10.286077529635948,2.8370488924801283
2020-06-17,13.031147592,7.5210752448514056,3.7325407543539417,9.298606837646059,3.7885344904974634
2020-06-18,7.052264742399999,7.510672932378391,3.540828875182948,3.5114358672170503,3.9698440571954423
2020-06-19,11.3157391664,7.500612682635152,4.216315983468869,7.099423182931131,3.284296699166284
2020-06-20,12.3145851344,7.715999566947014,4.976674245620258,7.337910888779741,2.7393253213267545
2020-06-21,21.8332418816,7.706350783520584,5.250923029701761,16.58231885189824,2.4554277538188227
2020-06-22,26.8857013445024,7.472513568316882,4.844404914908587,22.04129642959381,2.6281086534082942
2020-06-23,27.0331448284784,7.463850314139077,4.84011456497873,22.19303026349967,2.6237357491603475
2020-06-24,26.378109935988,7.455542978257091,4.806004069823103,21.572105866164897,2.649538908433988
2020-06-25,26.771526817044,7.447594018945262,4.675846627971959,22.09568018907204,2.771747390973302
2020-06-26,22.5000480016272,7.440005788428537,4.670521945746462,17.829526055880738,2.769483842682074
2020-06-27,14.4390486384,7.656136207611041,4.89105511803249,9.547993520367509,2.7650810895785507
2020-06-28,20.1930304112,7.649069915816309,5.041381517822898,15.151648893377102,2.607688397993411
2020-06-29,9.3708749664,7.419427386761584,3.803825521251631,5.567049445148369,3.6156018655099533
2020-06-30,11.616537788799999,7.4133034489894545,3.603980889464329,8.01255689933567,3.809322559525125
2020-07-01,11.4403172528,7.407550387143759,4.159864688706859,7.28045256409314,3.2476856984368996
2020-07-02,12.759835204799998,7.402169903648058,3.9675434804030374,8.792291724396962,3.434626423245021
2020-07-03,10.5079444688,7.397163590673982,3.9295638094448595,6.5783806593551395,3.4675997812291217
2020-07-04,9.150691367999999,7.614679161279534,4.660734740852964,4.489956627147036,2.953944420426571
2020-07-05,21.4800774656296,7.610297700333505,4.76906126067303,16.711016204956568,2.841236439660475
2020-07-06,17.863757288,7.3844039331542275,4.608459870980323,13.255297417019676,2.7759440621739047
2020-07-07,10.2445630016,7.380908003143126,4.024364239200974,6.220198762399026,3.3565437639421516
2020-07-08,6.227122744,7.377792535392078,3.5708491009443155,2.6562736430556835,3.8069434344477613
2020-07-09,7.8761578144,7.375058451818115,4.03304272958771,3.843115084812289,3.3420157222304034
2020-07-10,18.6850601776,7.372706561480553,4.805755389009078,13.879304788590922,2.5669511724714744
2020-07-11,21.727785310399998,7.5922288392834005,4.862932088301393,16.864853222098606,2.7292967509820074
2020-07-12,26.499885638772,7.590595664714888,4.983422723665116,21.516462915106885,2.607172941049772
2020-07-13,12.1862036464,7.367950442820386,3.858958854221011,8.327244792178988,3.508991588599375
2020-07-14,14.503043439999999,7.367133151191074,4.182476852697682,10.320566587302318,3.1846562984933926
2020-07-15,8.910616176,7.366700398022124,4.02146033927932,4.88915583672068,3.3452400587428044
2020-07-16,14.385870641599999,7.366652311372164,4.1287929738392055,10.257077667760793,3.237859337532958
2020-07-17,21.5976651885736,7.366988905470804,4.654810784989606,16.942854403583993,2.712178120481198
2020-07-18,11.330654318399999,7.589110383640749,4.164614322878972,7.166039995521028,3.4244960607617774
2020-07-19,23.8187325504,7.590249148280887,5.02890731693166,18.78982523346834,2.5613418313492278
2020-07-20,20.5425925472,7.370305207266658,4.715438776194764,15.827153771005236,2.654866431071894
2020-07-21,18.498621328,7.372178390635545,3.999270899566844,14.499350428433155,3.372907491068702
2020-07-22,17.2790367464616,7.374434619497274,4.3749910013707245,12.904045745090878,2.9994436181265494
2020-07-23,12.9106190736,7.377073226197425,4.04700158577501,8.86361748782499,3.3300716404224153
2020-07-24,14.9908522272,7.3800934299298255,4.159688856458519,10.83116337074148,3.2204045734713063
2020-07-25,11.2598509312,7.6053689581118675,4.4849793161891025,6.774871615010897,3.120389641922765
2020-07-26,14.6538718224,7.609263169536482,4.446381547818977,10.207490274581023,3.1628816217175038
2020-07-27,9.9013859872,7.391434123068407,3.6845445999116366,6.216841387288362,3.7068895231567702
2020-07-28,18.7862293171152,7.3959706526209965,4.607586288042728,14.178643029072472,2.788384364578268
2020-07-29,16.51614692,7.400883187153326,4.019240964990702,12.496905955009296,3.381642222162623
2020-07-30,23.105457970324,7.40617027296739,4.574746850721803,18.530711119602195,2.831423422245587
2020-07-31,21.3909675632136,7.411830345529439,3.8549724787853092,17.53599508442829,3.5568578667441297
2020-08-01,11.4160628559112,7.640769094104545,4.486020638489992,6.930042217421207,3.154748455614552
2020-08-02,19.058123460156,7.647362353489523,4.403872937489125,14.654250522666873,3.2434894160003975
2020-08-03,18.120213794056,7.431031185780559,4.497188161229239,13.62302563282676,2.9338430245513187
2020-08-04,12.9063814752,7.438165360170821,3.9701488446248763,8.936232630575123,3.4680165155459446
2020-08-05,11.3447198542464,7.445663053448011,3.8879951253808547,7.456724728865544,3.5576679280671564
2020-08-06,10.3554031451424,7.453522046924062,4.244744905050074,6.1106582400923255,3.2087771418739877
2020-08-07,17.641657693432798,7.461740014996366,4.292977988099085,13.348679705333714,3.168762026897281
2020-08-08,21.899502685332,7.694798100902812,4.756542441003479,17.14296024432852,2.9382556598993332
2020-08-09,15.3831457294032,7.703994919833212,4.323673697551648,11.059472031851552,3.380321222281564
2020-08-10,17.8572390919608,7.488522921718253,3.9865622499652895,13.870676841995511,3.501960671752964
2020-08-11,17.493921123796,7.498151418603677,3.6806505249790065,13.813270598816993,3.8175008936246706
2020-08-12,17.45746780104,7.508125683536255,3.4748084465919487,13.98265935444805,4.033317236944305
2020-08-13,8.1434721648,7.5184427649705245,3.7132586194361012,4.430213545363898,3.805184145534423
2020-08-14,11.418428326399999,7.529099609916102,3.5671291062453365,7.8512992201546625,3.961970503670765
2020-08-15,9.305467907199999,7.766673490829664,3.9438603749832626,5.361607532216737,3.8228131158464014
2020-08-16,8.336736456,7.778340674232927,3.1271983415886475,5.209538114411353,4.65114233264428
2020-08-17,9.1334200912,7.563076693423083,3.546447406086389,5.58697268511361,4.016629287336694
2020-08-18,14.3526671424,7.575060065854567,3.9664680973167497,10.38619904508325,3.608591968537817
2020-08-19,4.6771799696,7.5873664478271445,2.9485156356915887,1.728664333908411,4.638850812135556
2020-08-20,21.1538233563056,7.599992197684397,4.149413848459595,17.004409507846002,3.4505783492248026
2020-08-21,12.3554396064,7.612933579263814,3.7564871750526416,8.598952431347358,3.856446404211172
2020-08-22,15.5520713600888,7.855354311807125,4.4988461895268514,11.053225170561948,3.356508122280274
2020-08-23,10.1776539696,7.869322886981747,4.134539509362783,6.043114460237216,3.734783377618964
2020-08-24,14.735496929437598,7.653612758529044,3.7498202794945605,10.985676649943038,3.9037924790344833
2020-08-25,10.1883475536,7.667777454523826,3.439480637230294,6.748866916369706,4.228296817293532
2020-08-26,11.0277843344,7.682237723492714,3.890262187892876,7.137522146507123,3.791975535599838
2020-08-27,5.618748424,7.696989286409476,3.74539891404668,1.873349509953319,3.951590372362795
2020-08-28,9.011338068799999,7.712027778049314,3.510615106353657,5.500722962446342,4.201412671695657
2020-08-29,10.676109556799998,7.959556223187206,4.1328534638170105,6.543256092982989,3.826702759370195
2020-08-30,13.4737218652456,7.975623886989243,4.345119869148524,9.128601996097075,3.630504017840718
2020-08-31,11.49570772,7.758819907382875,3.7537635290992104,7.741944190900789,4.0050563782836655
2020-09-01,14.8646243126032,7.774960783431547,3.883479125657626,10.981145186945573,3.8914816577739217
2020-09-02,9.4382461968,7.791365515182887,3.377479765899929,6.06076643090007,4.413885749282958
2020-09-03,8.467535523677599,7.808029248212842,3.2667046376059874,5.200830886071612,4.541324610606854
2020-09-04,7.4286423664,7.824947051454715,3.251506883360808,4.177135483039192,4.5734401680939065
2020-09-05,14.520616977731999,8.077770096514525,4.366381752921775,10.154235224810224,3.71138834359275
2020-09-06,11.5323293408,8.095704145260003,3.923623916872591,7.608705423927408,4.172080228387411
2020-09-07,7.600300499199999,7.877174452943314,3.790044653970442,3.8102558452295567,4.087129798972872
2020-09-08,12.9630730672912,7.8950577450484865,3.3991585402375684,9.563914527053631,4.495899204810918
2020-09-09,12.7906417314016,7.913169354233209,3.7855809906388034,9.005060740762795,4.1275883635944055
2020-09-10,8.359288996790399,7.931503920980937,3.2713422550773172,5.087946741713081,4.660161665903619
2020-09-11,10.000385678399999,7.950056019798396,3.438025529616837,6.562360148783162,4.512030490181558
2020-09-12,14.971474789588,8.208283871830718,3.973385182928213,10.998089606659786,4.234898688902504
2020-09-13,16.0343705605568,8.227824571480948,4.145256990567584,11.889113569989215,4.082567580913363
2020-09-14,16.1643046870872,8.00696229793361,3.625648993225438,12.538655693861761,4.381313304708171
2020-09-15,14.028532529357598,8.026329007151459,3.4928263695767754,10.535706159780823,4.533502637574683
2020-09-16,13.093742652783998,8.045885188170448,3.3725194323361842,9.721223220447813,4.673365755834264
2020-09-17,15.547004435343199,8.065625054001991,3.5568439522900572,11.990160483053142,4.508781101711934
2020-09-18,14.915373285051999,8.085542763302202,3.2558820547048635,11.659491230347136,4.829660708597339
2020-09-19,14.445301985468,8.3492073529816,3.9961863908487767,10.449115594619222,4.353020962132823
2020-09-20,13.3705253738736,8.370071700801894,3.9902070963986276,9.380318277474972,4.379864604403267
2020-09-21,13.5748323086256,8.14630375965463,3.314990491402183,10.259841817223418,4.831313268252448
2020-09-22,12.6399881391856,8.166873403107436,3.256949503587742,9.383038635597858,4.909923899519694
2020-09-23,4.8496332928,8.187590929013478,2.446109179703366,2.4035241130966334,5.741481749310113
2020-09-24,8.6382086633552,8.208450206723532,3.2293537828546115,5.408854880500588,4.979096423868921
2020-09-25,13.295580819729599,8.229445063641727,3.425066163616829,9.87051465611277,4.804378900024898
2020-09-26,10.3843234577208,8.498499582823307,3.6468833171674593,6.73744014055334,4.851616265655848
2020-09-27,12.879589538093601,8.520385406036011,3.899573003420047,8.98001653467355,4.6208124026159645
2020-09-28,8.5778720856888,8.29318079292743,3.0892869991454863,5.488585086543313,5.203893793781942
2020-09-29,8.6754197502056,8.314655465962192,3.032420642704748,5.642999107500851,5.282234823257444
2020-09-30,3.679195584,8.33623429036021,2.3072703993841355,1.3719251846158642,6.028963890976073
2020-10-01,7.933550779731999,8.357910880600171,2.8380720690803436,5.095478710651656,5.519838811519827
2020-10-02,3.3846018271999996,8.379678822230284,2.236608101788796,1.1479937254112034,6.143070720441488
2020-10-03,2.9532014801183997,8.653998401859553,2.6471584856090487,0.3060429945093509,6.006839916250504
2020-10-04,4.549254480259999,8.676588733931691,3.3267539965875534,1.2225004836724456,5.349834737344138
2020-10-05,3.800599444799999,8.445466216902656,2.511560290223753,1.289039154576246,5.933905926678902
2020-10-06,5.985780474439999,8.467534907564625,2.6594162094665417,3.3263642649734577,5.808118698098084
2020-10-07,7.504385381661599,8.48966251010349,2.770903121722617,4.733482259938983,5.718759388380871
2020-10-08,4.8673104895999995,8.511842476605652,2.680726652126788,2.1865838374732114,5.831115824478864
2020-10-09,6.9220916336,8.534068243662185,3.034949955275849,3.8871416783241504,5.499118288386336
2020-10-10,7.1336857735016,8.813451762220222,3.5751964165676777,3.5584893569339218,5.238255345652543
2020-10-11,7.089071565816799,8.836419433405142,3.122480546821464,3.9665910189953353,5.713938886583678
2020-10-12,3.1012729007999997,8.600954522452716,2.3182000829014613,0.7830728178985382,6.282754439551254
2020-10-13,7.0208921526872,8.623297615788488,2.835361298279855,4.185530854407345,5.787936317508633
2020-10-14,7.3870585892536,8.645653528309806,2.8385184332588556,4.548540155994744,5.807135095050951
2020-10-15,7.0849293640864,8.668015644542484,2.461268079714015,4.6236612843723846,6.2067475648284685
2020-10-16,3.9135600457599997,8.690377347176552,2.417078147029539,1.496481898730461,6.273299200147013
2020-10-17,3.47830055322,8.97455034346925,2.9827891199482646,0.49551143327173536,5.991761223520985
2020-10-18,2.6845350639999994,8.997562719118706,2.498830937907166,0.1857041260928334,6.49873178121154
2020-10-19,5.1872271857896,8.757393813971511,2.28429923751253,2.9029279482770693,6.47309457645898
2020-10-20,5.2061495264,8.779687720927027,2.6204106324303114,2.5857388939696877,6.159277088496715
2020-10-21,2.3503175983999998,8.801948168719903,1.946109293654213,0.4042083047457864,6.85583887506569
2020-10-22,8.3168935722496,8.824168570125503,2.521810955111766,5.795082617137833,6.302357615013736
2020-10-23,4.5339393379944,8.846342349769557,2.160851398334458,2.3730879396599414,6.685490951435098
2020-10-24,2.6786708272,9.134960997875815,2.220208827574532,0.45846199962546785,6.914752170301284
2020-10-25,6.7798217288864,9.15768479589873,3.053505849266032,3.7263158796203677,6.1041789466326986
2020-10-26,5.5703699417912,8.912518422977111,2.3726500672484785,3.197719874542721,6.539868355728633
2020-10-27,2.5478207994655997,8.934440266851526,1.9248888219588831,0.6229319775067166,7.009551444892643
2020-10-28,4.9627070284456005,8.956282857795232,2.4426374146374803,2.52006961380812,6.513645443157752
2020-10-29,1.9480752335999998,8.978039732234159,1.5098204956316146,0.4382547379683852,7.468219236602543
2020-10-30,2.5102119631999997,8.999704451959122,1.748824161963116,0.7613878012368837,7.250880289996007
2020-10-31,3.1806622565839997,9.292360540769833,2.2788208529633014,0.9018414036206985,7.0135396878065315
